"year","category","subcategory","item","Quality","Units","month","price"
2005,"VEGETABLES","Mushrooms","Cup – Indoor","-","£/kg","Feb",1.39
2005,"VEGETABLES","Mushrooms","Flat – Indoor","-","£/kg","Feb",1.87
2005,"VEGETABLES","Parsnips","All Varieties","-","£/kg","Feb",0.63
2005,"VEGETABLES","Rhubarb","Forced","-","£/kg","Feb",1.66
2005,"VEGETABLES","Rhubarb","Outdoor","-","£/kg","Feb",NA
2005,"VEGETABLES","Runner Beans","Runner-Climbing","1st","£/kg","Feb",NA
2005,"VEGETABLES","Runner Beans","Runner-Climbing","2nd","£/kg","Feb",NA
2005,"VEGETABLES","Runner Beans","Runner-Climbing","Ave","£/kg","Feb",NA
2005,"VEGETABLES","Salad Onions","Salad","-","£/bunch","Feb",NA
2005,"VEGETABLES","Shelling Peas","All Varieties","1st","£/kg","Feb",NA
2005,"VEGETABLES","Shelling Peas","All Varieties","2nd","£/kg","Feb",NA
2005,"VEGETABLES","Shelling Peas","All Varieties","Ave","£/kg","Feb",NA
2005,"VEGETABLES","Swede","All Varieties","-","£/kg","Feb",0.21
2005,"VEGETABLES","Sweetcorn","All Varieties","-","£/cob","Feb",NA
2005,"VEGETABLES","Tomatoes","Round","1st","£/kg","Feb",1.05
2005,"VEGETABLES","Tomatoes","Round","2nd","£/kg","Feb",NA
2005,"VEGETABLES","Tomatoes","Round","Ave","£/kg","Feb",NA
2005,"VEGETABLES","Tomatoes","Vine","1st","£/kg","Feb",1.65
2005,"VEGETABLES","Tomatoes","Vine","2nd","£/kg","Feb",NA
2005,"VEGETABLES","Tomatoes","Vine","Ave","£/kg","Feb",NA
2005,"VEGETABLES","Tomatoes","Cherry","1st","£/kg","Feb",NA
2005,"VEGETABLES","Tomatoes","Cherry","2nd","£/kg","Feb",NA
2005,"VEGETABLES","Tomatoes","Cherry","Ave","£/kg","Feb",NA
2005,"VEGETABLES","Tomatoes","Plum","1st","£/kg","Feb",NA
2005,"VEGETABLES","Tomatoes","Plum","2nd","£/kg","Feb",NA
2005,"VEGETABLES","Tomatoes","Plum","Ave","£/kg","Feb",NA
2005,"VEGETABLES","Turnip","All Varieties","-","£/kg","Feb",0.51
2005,"VEGETABLES","Watercress","All Varieties","-","£/bunch","Feb",0.39
2005,"CUT FLOWERS","Alstromeria","Indoor","-","£/bunch(1)","Feb",0.9
2005,"CUT FLOWERS","Chrysanthemums Flowers","Indoor-bloom","-","£/bloom","Feb",0.23
2005,"CUT FLOWERS","Chrysanthemums Flowers","Indoor-spray","-","£/spray","Feb",0.18
2005,"CUT FLOWERS","Gladioli","All Varieties","-","£/bunch(1)","Feb",NA
2005,"CUT FLOWERS","Irises","Indoor","-","£/bunch(1)","Feb",0.51
2005,"CUT FLOWERS","Narcissus-inc.Daffodils","Indoor","","£/bunch(2)","Feb",0.51
2005,"CUT FLOWERS","Oriental Lilies","Homegrown","-","£/stem","Feb",0.57
2005,"CUT FLOWERS","Pinks","All Varieties","-","£/bunch(3)","Feb",NA
2005,"CUT FLOWERS","Tulips","Indoor","-","£/bunch(4)","Feb",0.61
2005,"POT PLANTS","Begonia-Elatior","13cm","-","£ each","Feb",1.09
2005,"POT PLANTS","Cyclamen","13cm","-","£ each","Feb",NA
2005,"POT PLANTS","Poinsettia","13cm","-","£ each","Feb",NA
2005,"POT PLANTS","Chrysanthemum","9cm","-","£ each","Feb",NA
2005,"POT PLANTS","Chrysanthemum","13cm","-","£ each","Feb",0.91
2006,"FRUIT","Blackberries","All Varieties","-","£/kg","Feb",NA
2006,"FRUIT","Blackcurrants","All Varieties","-","£/kg","Feb",NA
2006,"FRUIT","Cherries","Sweet Black","1st","£/kg","Feb",NA
2006,"FRUIT","Cherries","Sweet Black","2nd","£/kg","Feb",NA
2006,"FRUIT","Cherries","Sweet Black","Ave","£/kg","Feb",NA
2006,"FRUIT","Cherries","Sweet White","1st","£/kg","Feb",NA
2006,"FRUIT","Cherries","Sweet White","2nd","£/kg","Feb",NA
2006,"FRUIT","Cherries","Sweet White","Ave","£/kg","Feb",NA
2006,"FRUIT","Cooking Apples","Bramley’s Seedling","1st","£/kg","Feb",0.52
2006,"FRUIT","Cooking Apples","Bramley’s Seedling","2nd","£/kg","Feb",0.38
2006,"FRUIT","Cooking Apples","Bramley’s Seedling","Ave","£/kg","Feb",0.48
2006,"FRUIT","Damsons","All Varieties","1st","£/kg","Feb",NA
2006,"FRUIT","Damsons","All Varieties","2nd","£/kg","Feb",NA
2006,"FRUIT","Damsons","All Varieties","Ave","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Cox’s Orange-group","1st","£/kg","Feb",0.5
2006,"FRUIT","Dessert Apples","Cox’s Orange-group","2nd","£/kg","Feb",0.36
2006,"FRUIT","Dessert Apples","Cox’s Orange-group","Ave","£/kg","Feb",0.46
2006,"FRUIT","Dessert Apples","Discovery","1st","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Discovery","2nd","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Discovery","Ave","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Egremont Russet","1st","£/kg","Feb",0.56
2006,"FRUIT","Dessert Apples","Egremont Russet","2nd","£/kg","Feb",0.39
2006,"FRUIT","Dessert Apples","Egremont Russet","Ave","£/kg","Feb",0.51
2006,"FRUIT","Dessert Apples","Spartan","1st","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Spartan","2nd","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Spartan","Ave","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Worcester Pearmain","1st","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Worcester Pearmain","2nd","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Worcester Pearmain","Ave","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Red Pippin","1st","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Red Pippin","2nd","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Red Pippin","Ave","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Gala","1st","£/kg","Feb",0.44
2006,"FRUIT","Dessert Apples","Gala","2nd","£/kg","Feb",0.34
2006,"FRUIT","Dessert Apples","Gala","Ave","£/kg","Feb",0.43
2006,"FRUIT","Dessert Apples","Other Early Season","-","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Other Mid Season","-","£/kg","Feb",NA
2006,"FRUIT","Dessert Apples","Other Late Season","-","£/kg","Feb",0.44
2006,"FRUIT","Dessert Apples","Jonogold – group","1st","£/kg","Feb",0.43
2006,"FRUIT","Dessert Apples","Jonogold – group","2nd","£/kg","Feb",0.38
2006,"FRUIT","Dessert Apples","Jonogold – group","Ave","£/kg","Feb",0.43
2006,"FRUIT","Gooseberries","All Varieties","-","£/kg","Feb",NA
2006,"FRUIT","Pears","Conference","1st","£/kg","Feb",0.54
2006,"FRUIT","Pears","Conference","2nd","£/kg","Feb",0.43
2006,"FRUIT","Pears","Conference","Ave","£/kg","Feb",0.48
2006,"FRUIT","Pears","Doyenne Du Comice","1st","£/kg","Feb",0.64
2006,"FRUIT","Pears","Doyenne Du Comice","2nd","£/kg","Feb",NA
2006,"FRUIT","Pears","Doyenne Du Comice","Ave","£/kg","Feb",NA
2006,"FRUIT","Pears","William’s Bon Chretien","1st","£/kg","Feb",NA
2006,"FRUIT","Pears","William’s Bon Chretien","2nd","£/kg","Feb",NA
2006,"FRUIT","Pears","William’s Bon Chretien","Ave","£/kg","Feb",NA
2006,"FRUIT","Pears","Other","1st","£/kg","Feb",NA
2006,"FRUIT","Pears","Other","2nd","£/kg","Feb",0.3
2006,"FRUIT","Pears","Other","Ave","£/kg","Feb",NA
2006,"FRUIT","Plums and Gages","Czar","1st","£/kg","Feb",NA
2006,"FRUIT","Plums and Gages","Czar","2nd","£/kg","Feb",NA
2006,"FRUIT","Plums and Gages","Czar","Ave","£/kg","Feb",NA
2006,"FRUIT","Plums and Gages","Majorie’s Seedling","1st","£/kg","Feb",NA
2006,"FRUIT","Plums and Gages","Majorie’s Seedling","2nd","£/kg","Feb",NA
2006,"FRUIT","Plums and Gages","Majorie’s Seedling","Ave","£/kg","Feb",NA
2006,"FRUIT","Plums and Gages","Victoria","1st","£/kg","Feb",NA
2006,"FRUIT","Plums and Gages","Victoria","2nd","£/kg","Feb",NA
2006,"FRUIT","Plums and Gages","Victoria","Ave","£/kg","Feb",NA
2006,"FRUIT","Plums and Gages","Other Varieties","-","£/kg","Feb",NA
2006,"FRUIT","Raspberries","All Varieties","-","£/kg","Feb",NA
2006,"FRUIT","Redcurrants","All Varieties","-","£/kg","Feb",NA
2006,"FRUIT","Strawberries","All Varieties","1st","£/kg","Feb",NA
2006,"FRUIT","Strawberries","All Varieties","2nd","£/kg","Feb",NA
2006,"FRUIT","Strawberries","All Varieties","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Asparagus","All Varieties","1st","£/kg","Feb",NA
2006,"VEGETABLES","Asparagus","All Varieties","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Asparagus","All Varieties","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Aubergine","All Varieties","1st","£/kg","Feb",NA
2006,"VEGETABLES","Aubergine","All Varieties","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Aubergine","All Varieties","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Beetroot","Topped","-","£/kg","Feb",0.25
2006,"VEGETABLES","Broad Beans","Broad","-","£/kg","Feb",NA
2006,"VEGETABLES","Brussels Sprouts","All Varieties","1st","£/kg","Feb",2.28
2006,"VEGETABLES","Brussels Sprouts","All Varieties","2nd","£/kg","Feb",1.81
2006,"VEGETABLES","Brussels Sprouts","All Varieties","Ave","£/kg","Feb",2.2
2006,"VEGETABLES","Bulb Onions","Bulb","1st","£/kg","Feb",0.33
2006,"VEGETABLES","Bulb Onions","Bulb","2nd","£/kg","Feb",0.3
2006,"VEGETABLES","Bulb Onions","Bulb","Ave","£/kg","Feb",0.31
2006,"VEGETABLES","Cabbage","Red","1st","£/kg","Feb",0.25
2006,"VEGETABLES","Cabbage","Red","2nd","£/kg","Feb",0.21
2006,"VEGETABLES","Cabbage","Red","Ave","£/kg","Feb",0.25
2006,"VEGETABLES","Cabbage","Savoy","1st","£/head","Feb",0.28
2006,"VEGETABLES","Cabbage","Savoy","2nd","£/head","Feb",0.26
2006,"VEGETABLES","Cabbage","Savoy","Ave","£/head","Feb",0.28
2006,"VEGETABLES","Cabbage","Spring Greens","-","£/kg","Feb",0.61
2006,"VEGETABLES","Cabbage","Summer & Autumn-Pointed","1st","£/kg","Feb",NA
2006,"VEGETABLES","Cabbage","Summer & Autumn-Pointed","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Cabbage","Summer & Autumn-Pointed","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Cabbage","Summer & Autumn-Round","1st","£/head","Feb",0.22
2006,"VEGETABLES","Cabbage","Summer & Autumn Round","2nd","£/head","Feb",NA
2006,"VEGETABLES","Cabbage","Summer & Autumn Round","Ave","£/head","Feb",NA
2006,"VEGETABLES","Cabbage","White","1st","£/kg","Feb",0.25
2006,"VEGETABLES","Cabbage","White","2nd","£/kg","Feb",0.2
2006,"VEGETABLES","Cabbage","White","Ave","£/kg","Feb",0.25
2006,"VEGETABLES","Cabbage","Winter Other","1st","£/head","Feb",0.28
2006,"VEGETABLES","Cabbage","Winter Other","2nd","£/head","Feb",0.26
2006,"VEGETABLES","Cabbage","Winter Other","Ave","£/head","Feb",0.27
2006,"VEGETABLES","Calabrese","All Varieties","-","£/kg","Feb",NA
2006,"VEGETABLES","Capsicums","Green","1st","£/kg","Feb",NA
2006,"VEGETABLES","Capsicums","Green","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Capsicums","Green","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Capsicums","Red","1st","£/kg","Feb",NA
2006,"VEGETABLES","Capsicums","Red","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Capsicums","Red","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Carrots","Topped-Washed","1st","£/kg","Feb",0.27
2006,"VEGETABLES","Carrots","Topped-Washed","2nd","£/kg","Feb",0.17
2006,"VEGETABLES","Carrots","Topped-Washed","Ave","£/kg","Feb",0.25
2006,"VEGETABLES","Cauliflowers","Cornish","1st","£/head","Feb",0.67
2006,"VEGETABLES","Cauliflowers","Cornish","2nd","£/head","Feb",0.45
2006,"VEGETABLES","Cauliflowers","Cornish","Ave","£/head","Feb",0.63
2006,"VEGETABLES","Cauliflowers","Kent","1st","£/head","Feb",0.61
2006,"VEGETABLES","Cauliflowers","Kent","2nd","£/head","Feb",0.44
2006,"VEGETABLES","Cauliflowers","Kent","Ave","£/head","Feb",0.56
2006,"VEGETABLES","Cauliflowers","Other","1st","£/head","Feb",0.58
2006,"VEGETABLES","Cauliflowers","Other","2nd","£/head","Feb",0.28
2006,"VEGETABLES","Cauliflowers","Other","Ave","£/head","Feb",0.55
2006,"VEGETABLES","Celery","All Washed","1st","£/kg","Feb",NA
2006,"VEGETABLES","Celery","All Washed","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Celery","All Washed","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Courgettes","All Varieties","1st","£/kg","Feb",NA
2006,"VEGETABLES","Courgettes","All Varieties","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Courgettes","All Varieties","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Cucumbers","All Varieties","1st","£/kg","Feb",0.74
2006,"VEGETABLES","Cucumbers","All Varieties","2nd","£/kg","Feb",0.4
2006,"VEGETABLES","Cucumbers","All Varieties","Ave","£/kg","Feb",0.73
2006,"VEGETABLES","Dwarf, French or Kidney Beans","Dwarf, French or Kidney","1st","£/kg","Feb",NA
2006,"VEGETABLES","Dwarf, French or Kidney Beans","Dwarf, French or Kidney","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Dwarf, French or Kidney Beans","Dwarf, French or Kidney","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Leeks","Trimmed","1st","£/kg","Feb",0.82
2006,"VEGETABLES","Leeks","Trimmed","2nd","£/kg","Feb",0.65
2006,"VEGETABLES","Leeks","Trimmed","Ave","£/kg","Feb",0.77
2006,"VEGETABLES","Lettuce","Butterhead – Indoor","1st","£/head","Feb",0.23
2006,"VEGETABLES","Lettuce","Butterhead – Indoor","2nd","£/head","Feb",0.17
2006,"VEGETABLES","Lettuce","Butterhead – Indoor","Ave","£/head","Feb",0.22
2006,"VEGETABLES","Lettuce","Cos","1st","£/head","Feb",NA
2006,"VEGETABLES","Lettuce","Cos","2nd","£/head","Feb",NA
2006,"VEGETABLES","Lettuce","Cos","Ave","£/head","Feb",NA
2006,"VEGETABLES","Lettuce","Crisp-Iceberg Type","1st","£/head","Feb",NA
2006,"VEGETABLES","Lettuce","Crisp-Iceberg Type","2nd","£/head","Feb",NA
2006,"VEGETABLES","Lettuce","Crisp-Iceberg Type","Ave","£/head","Feb",NA
2006,"VEGETABLES","Lettuce","Little Gem","1st","£/twin","Feb",0.48
2006,"VEGETABLES","Lettuce","Little Gem","2nd","£/twin","Feb",NA
2006,"VEGETABLES","Lettuce","Little Gem","Ave","£/twin","Feb",NA
2006,"VEGETABLES","Mushrooms","Button – Indoor","-","£/kg","Feb",1.22
2006,"VEGETABLES","Mushrooms","Cup – Indoor","-","£/kg","Feb",1.28
2006,"VEGETABLES","Mushrooms","Flat – Indoor","-","£/kg","Feb",1.56
2006,"VEGETABLES","Parsnips","All Varieties","-","£/kg","Feb",0.58
2006,"VEGETABLES","Rhubarb","Forced","-","£/kg","Feb",1.88
2006,"VEGETABLES","Rhubarb","Outdoor","-","£/kg","Feb",NA
2006,"VEGETABLES","Runner Beans","Runner-Climbing","1st","£/kg","Feb",NA
2006,"VEGETABLES","Runner Beans","Runner-Climbing","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Runner Beans","Runner-Climbing","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Salad Onions","Salad","-","£/bunch","Feb",NA
2006,"VEGETABLES","Shelling Peas","All Varieties","1st","£/kg","Feb",NA
2006,"VEGETABLES","Shelling Peas","All Varieties","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Shelling Peas","All Varieties","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Swede","All Varieties","-","£/kg","Feb",0.24
2006,"VEGETABLES","Sweetcorn","All Varieties","-","£/cob","Feb",NA
2006,"VEGETABLES","Tomatoes","Round","1st","£/kg","Feb",1.92
2006,"VEGETABLES","Tomatoes","Round","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Tomatoes","Round","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Tomatoes","Vine","1st","£/kg","Feb",NA
2006,"VEGETABLES","Tomatoes","Vine","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Tomatoes","Vine","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Tomatoes","Cherry","1st","£/kg","Feb",3.8
2006,"VEGETABLES","Tomatoes","Cherry","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Tomatoes","Cherry","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Tomatoes","Plum","1st","£/kg","Feb",1.92
2006,"VEGETABLES","Tomatoes","Plum","2nd","£/kg","Feb",NA
2006,"VEGETABLES","Tomatoes","Plum","Ave","£/kg","Feb",NA
2006,"VEGETABLES","Turnip","All Varieties","-","£/kg","Feb",0.4
2006,"VEGETABLES","Watercress","All Varieties","-","£/bunch","Feb",0.49
2006,"CUT FLOWERS","Alstromeria","Indoor","-","£/bunch(1)","Feb",0.86
2006,"CUT FLOWERS","Chrysanthemums Flowers","Indoor-bloom","-","£/bloom","Feb",NA
2006,"CUT FLOWERS","Chrysanthemums Flowers","Indoor-spray","-","£/spray","Feb",0.14
2006,"CUT FLOWERS","Gladioli","All Varieties","-","£/bunch(1)","Feb",NA
2006,"CUT FLOWERS","Irises","Indoor","-","£/bunch(1)","Feb",NA
2006,"CUT FLOWERS","Narcissus-inc.Daffodils","Indoor","","£/bunch(2)","Feb",0.48
2006,"CUT FLOWERS","Oriental Lilies","Homegrown","-","£/stem","Feb",0.48
2006,"CUT FLOWERS","Pinks","All Varieties","-","£/bunch(3)","Feb",NA
2006,"CUT FLOWERS","Tulips","Indoor","-","£/bunch(4)","Feb",0.6
2006,"POT PLANTS","Begonia-Elatior","13cm","-","£ each","Feb",0.96
2006,"POT PLANTS","Cyclamen","13cm","-","£ each","Feb",1.06
2006,"POT PLANTS","Poinsettia","13cm","-","£ each","Feb",NA
2006,"POT PLANTS","Chrysanthemum","9cm","-","£ each","Feb",NA
2006,"POT PLANTS","Chrysanthemum","13cm","-","£ each","Feb",0.93
2007,"FRUIT","Blackberries","All Varieties","-","£/kg","Feb",NA
2007,"FRUIT","Blackcurrants","All Varieties","-","£/kg","Feb",NA
2007,"FRUIT","Cherries","Sweet Black","1st","£/kg","Feb",NA
2007,"FRUIT","Cherries","Sweet Black","2nd","£/kg","Feb",NA
2007,"FRUIT","Cherries","Sweet Black","Ave","£/kg","Feb",NA
2007,"FRUIT","Cherries","Sweet White","1st","£/kg","Feb",NA
2007,"FRUIT","Cherries","Sweet White","2nd","£/kg","Feb",NA
2007,"FRUIT","Cherries","Sweet White","Ave","£/kg","Feb",NA
2007,"FRUIT","Cooking Apples","Bramley’s Seedling","1st","£/kg","Feb",0.55
2007,"FRUIT","Cooking Apples","Bramley’s Seedling","2nd","£/kg","Feb",0.38
2007,"FRUIT","Cooking Apples","Bramley’s Seedling","Ave","£/kg","Feb",0.5
2007,"FRUIT","Damsons","All Varieties","1st","£/kg","Feb",NA
2007,"FRUIT","Damsons","All Varieties","2nd","£/kg","Feb",NA
2007,"FRUIT","Damsons","All Varieties","Ave","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Cox’s Orange-group","1st","£/kg","Feb",0.7
2007,"FRUIT","Dessert Apples","Cox’s Orange-group","2nd","£/kg","Feb",0.42
2007,"FRUIT","Dessert Apples","Cox’s Orange-group","Ave","£/kg","Feb",0.65
2007,"FRUIT","Dessert Apples","Discovery","1st","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Discovery","2nd","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Discovery","Ave","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Egremont Russet","1st","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Egremont Russet","2nd","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Egremont Russet","Ave","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Spartan","1st","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Spartan","2nd","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Spartan","Ave","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Worcester Pearmain","1st","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Worcester Pearmain","2nd","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Worcester Pearmain","Ave","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Red Pippin","1st","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Red Pippin","2nd","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Red Pippin","Ave","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Gala","1st","£/kg","Feb",0.53
2007,"FRUIT","Dessert Apples","Gala","2nd","£/kg","Feb",0.36
2007,"FRUIT","Dessert Apples","Gala","Ave","£/kg","Feb",0.51
2007,"FRUIT","Dessert Apples","Other Early Season","-","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Other Mid Season","-","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Other Late Season","-","£/kg","Feb",0.54
2007,"FRUIT","Dessert Apples","Jonogold – group","1st","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Jonogold – group","2nd","£/kg","Feb",NA
2007,"FRUIT","Dessert Apples","Jonogold – group","Ave","£/kg","Feb",NA
2007,"FRUIT","Gooseberries","All Varieties","-","£/kg","Feb",NA
2007,"FRUIT","Pears","Conference","1st","£/kg","Feb",0.46
2007,"FRUIT","Pears","Conference","2nd","£/kg","Feb",0.32
2007,"FRUIT","Pears","Conference","Ave","£/kg","Feb",0.38
2007,"FRUIT","Pears","Doyenne Du Comice","1st","£/kg","Feb",0.53
2007,"FRUIT","Pears","Doyenne Du Comice","2nd","£/kg","Feb",0.31
2007,"FRUIT","Pears","Doyenne Du Comice","Ave","£/kg","Feb",0.51
2007,"FRUIT","Pears","William’s Bon Chretien","1st","£/kg","Feb",NA
2007,"FRUIT","Pears","William’s Bon Chretien","2nd","£/kg","Feb",NA
2007,"FRUIT","Pears","William’s Bon Chretien","Ave","£/kg","Feb",NA
2007,"FRUIT","Pears","Other","1st","£/kg","Feb",NA
2007,"FRUIT","Pears","Other","2nd","£/kg","Feb",NA
2007,"FRUIT","Pears","Other","Ave","£/kg","Feb",NA
2007,"FRUIT","Plums and Gages","Czar","1st","£/kg","Feb",NA
2007,"FRUIT","Plums and Gages","Czar","2nd","£/kg","Feb",NA
2007,"FRUIT","Plums and Gages","Czar","Ave","£/kg","Feb",NA
2007,"FRUIT","Plums and Gages","Majorie’s Seedling","1st","£/kg","Feb",NA
2007,"FRUIT","Plums and Gages","Majorie’s Seedling","2nd","£/kg","Feb",NA
2007,"FRUIT","Plums and Gages","Majorie’s Seedling","Ave","£/kg","Feb",NA
2007,"FRUIT","Plums and Gages","Victoria","1st","£/kg","Feb",NA
2007,"FRUIT","Plums and Gages","Victoria","2nd","£/kg","Feb",NA
2007,"FRUIT","Plums and Gages","Victoria","Ave","£/kg","Feb",NA
2007,"FRUIT","Plums and Gages","Other Varieties","-","£/kg","Feb",NA
2007,"FRUIT","Raspberries","All Varieties","-","£/kg","Feb",NA
2007,"FRUIT","Redcurrants","All Varieties","-","£/kg","Feb",NA
2007,"FRUIT","Strawberries","All Varieties","1st","£/kg","Feb",NA
2007,"FRUIT","Strawberries","All Varieties","2nd","£/kg","Feb",NA
2007,"FRUIT","Strawberries","All Varieties","Ave","£/kg","Feb",NA
2007,"VEGETABLES","Asparagus","All Varieties","1st","£/kg","Feb",NA
2007,"VEGETABLES","Asparagus","All Varieties","2nd","£/kg","Feb",NA
2007,"VEGETABLES","Asparagus","All Varieties","Ave","£/kg","Feb",NA
2007,"VEGETABLES","Beetroot","Topped","-","£/kg","Feb",0.26
2007,"VEGETABLES","Broad Beans","Broad","-","£/kg","Feb",NA
2007,"VEGETABLES","Brussels Sprouts","All Varieties","1st","£/kg","Feb",0.55
2007,"VEGETABLES","Brussels Sprouts","All Varieties","2nd","£/kg","Feb",0.35
2007,"VEGETABLES","Brussels Sprouts","All Varieties","Ave","£/kg","Feb",0.5
2007,"VEGETABLES","Bulb Onions","Yellow","1st","£/kg","Feb",0.28
2007,"VEGETABLES","(previously down as bulb only)","Yellow","2nd","£/kg","Feb",0.22
2007,"VEGETABLES","(previously down as bulb only)","Yellow","Ave","£/kg","Feb",0.24
2007,"VEGETABLES","Bulb Onions","Red","1st","£/kg","Feb",0.45
2007,"VEGETABLES","(new item this year)","Red","2nd","£/kg","Feb",0.29
2007,"VEGETABLES","(new item this year)","Red","Ave","£/kg","Feb",0.4
2007,"VEGETABLES","Cabbage","Red","1st","£/kg","Feb",0.31
2007,"VEGETABLES","Cabbage","Red","2nd","£/kg","Feb",0.27
2007,"VEGETABLES","Cabbage","Red","Ave","£/kg","Feb",0.3
2007,"VEGETABLES","Cabbage","Savoy","1st","£/head","Feb",0.29
2007,"VEGETABLES","Cabbage","Savoy","2nd","£/head","Feb",0.22
2007,"VEGETABLES","Cabbage","Savoy","Ave","£/head","Feb",0.29
2007,"VEGETABLES","Cabbage","Spring Greens - Loose","-","£/kg","Feb",0.37
2007,"VEGETABLES","Cabbage","Spring Greens - Prepacked","-","£/kg","Feb",0.7
2007,"VEGETABLES","Cabbage","Summer & Autumn-Pointed","1st","£/kg","Feb",0.4
2007,"VEGETABLES","Cabbage","Summer & Autumn-Pointed","2nd","£/kg","Feb",NA
2007,"VEGETABLES","Cabbage","Summer & Autumn-Pointed","Ave","£/kg","Feb",NA
2007,"VEGETABLES","Cabbage","Summer & Autumn-Round","1st","£/head","Feb",0.26
2007,"VEGETABLES","Cabbage","Summer & Autumn Round","2nd","£/head","Feb",0.21
2007,"VEGETABLES","Cabbage","Summer & Autumn Round","Ave","£/head","Feb",0.25
2007,"VEGETABLES","Cabbage","White","1st","£/kg","Feb",0.25
2007,"VEGETABLES","Cabbage","White","2nd","£/kg","Feb",0.23
2007,"VEGETABLES","Cabbage","White","Ave","£/kg","Feb",0.25
2007,"VEGETABLES","Cabbage","Winter Other","1st","£/head","Feb",0.31
2007,"VEGETABLES","Cabbage","Winter Other","2nd","£/head","Feb",0.2
2007,"VEGETABLES","Cabbage","Winter Other","Ave","£/head","Feb",0.29
2007,"VEGETABLES","Calabrese","All Varieties","-","£/kg","Feb",NA
2007,"VEGETABLES","Capsicums","Green","1st","£/kg","Feb",NA
2007,"VEGETABLES","Capsicums","Green","2nd","£/kg","Feb",NA
2007,"VEGETABLES","Capsicums","Green","Ave","£/kg","Feb",NA
2007,"VEGETABLES","Capsicums","Red","1st","£/kg","Feb",NA
2007,"VEGETABLES","Capsicums","Red","2nd","£/kg","Feb",NA
2007,"VEGETABLES","Capsicums","Red","Ave","£/kg","Feb",NA
2007,"VEGETABLES","Carrots","Topped-Washed","1st","£/kg","Feb",0.32
2007,"VEGETABLES","Carrots","Topped-Washed","2nd","£/kg","Feb",0.21
2007,"VEGETABLES","Carrots","Topped-Washed","Ave","£/kg","Feb",0.29
